Customer ID,TotalOrders,TotalItemsPurchased,TotalRevenue,AverageBasketSize,PurchaseFrequency,LastPurchaseGap,CustomerActivityStatus
13721.0,2,512,741.54,256.0,0.16759776536312848,35,Active
13722.0,10,3059,5635.41,305.9,0.5836575875486382,131,Churned
13723.0,6,593,1194.08,98.83333333333333,0.4568527918781726,216,Churned
13724.0,1,130,213.01,130.0,1.0,636,Churned
13725.0,8,806,1980.56,100.75,0.9302325581395349,49,Active
13726.0,2,1054,1079.66,527.0,0.9836065573770493,38,Active
13727.0,8,368,1074.15,46.0,0.34236804564907275,28,Active
13728.0,16,1269,2855.17,79.3125,0.6926406926406926,36,Active
13729.0,3,419,724.73,139.66666666666666,0.36290322580645157,435,Churned
13730.0,2,488,752.6,244.0,2.0,135,Churned
13731.0,2,278,610.59,139.0,2.0,218,Churned
13732.0,1,498,491.86,498.0,1.0,27,Active
13733.0,2,335,487.03000000000003,167.5,0.18518518518518517,410,Churned
13734.0,4,302,6695.6900000000005,75.5,1.2765957446808511,508,Churned
13735.0,13,4135,9762.77,318.0769230769231,0.5563480741797432,24,Active
13736.0,7,1549,2752.47,221.28571428571428,0.2884615384615385,4,Active
13737.0,1,125,339.59999999999997,125.0,1.0,199,Churned
13738.0,1,237,434.78000000000003,237.0,1.0,395,Churned
13739.0,2,76,292.2,38.0,0.11787819253438116,17,Active
13740.0,5,987,1582.77,197.4,0.30241935483870963,240,Churned
13741.0,3,218,668.4300000000001,72.66666666666667,0.6206896551724138,71,Active
13742.0,12,1115,3107.87,92.91666666666667,1.188118811881188,16,Active
13743.0,7,1776,1341.6,253.71428571428572,0.8203125,2,Active
13744.0,2,1153,1080.52,576.5,0.30456852791878175,94,Churned
13745.0,2,1146,777.36,573.0,0.15665796344647517,161,Churned
13746.0,1,83,176.69,83.0,1.0,413,Churned
13747.0,2,60,169.79999999999998,30.0,1.1764705882352942,373,Churned
13748.0,9,1028,2064.35,114.22222222222223,0.42056074766355145,95,Churned
13750.0,11,1370,3602.18,124.54545454545455,0.5861456483126111,53,Active
13751.0,1,152,296.25,152.0,1.0,287,Churned
13752.0,7,1005,1579.83,143.57142857142858,0.5210918114143921,123,Churned
13753.0,4,1450,2094.57,362.5,0.26726057906458794,287,Churned
13754.0,3,315,447.05,105.0,0.3157894736842105,151,Churned
13755.0,9,1242,2108.06,138.0,4.576271186440678,3,Active
13756.0,23,5138,8655.95,223.3913043478261,0.9556786703601108,1,Active
13757.0,1,54,195.55,54.0,1.0,674,Churned
13758.0,15,4667,8698.13,311.1333333333333,0.6189821182943603,11,Active
13759.0,2,287,659.4100000000001,143.5,1.6216216216216215,32,Active
13760.0,5,623,1363.6399999999999,124.6,0.2782931354359926,53,Active
13761.0,6,1079,1952.17,179.83333333333334,0.297029702970297,49,Active
13762.0,5,2608,2472.48,521.6,0.31315240083507306,218,Churned
13763.0,3,3224,5217.44,1074.6666666666667,0.2425876010781671,62,Active
13764.0,6,2084,2919.62,347.3333333333333,0.31523642732049034,70,Active
13765.0,1,297,352.821,297.0,1.0,652,Churned
13766.0,1,137,190.35,137.0,1.0,494,Churned
13767.0,73,14595,33903.57,199.93150684931507,2.975543478260869,1,Active
13768.0,2,373,875.97,186.5,2.0,726,Churned
13769.0,20,2452,5478.12,122.6,0.8321775312066574,1,Active
13770.0,4,468,785.37,117.0,0.3896103896103896,421,Churned
13771.0,9,3140,5728.82,348.8888888888889,0.4591836734693877,63,Active
13772.0,8,1446,3100.02,180.75,0.3870967741935484,33,Active
13773.0,2,174,301.54,87.0,0.22813688212927755,396,Churned
13774.0,1,192,345.0,192.0,1.0,81,Active
13775.0,1,455,1049.66,455.0,1.0,590,Churned
13776.0,2,2,623.98,1.0,2.0,427,Churned
13777.0,61,23190,49638.26,380.1639344262295,2.4830393487109905,0,Active
13778.0,4,511,1124.49,127.75,0.2597402597402597,102,Churned
13779.0,1,53,161.13,53.0,1.0,515,Churned
13780.0,3,479,732.07,159.66666666666666,0.22556390977443608,6,Active
13781.0,3,300,778.83,100.0,0.19148936170212766,250,Churned
13782.0,13,643,1786.08,49.46153846153846,0.5416666666666666,12,Active
13783.0,4,3437,1542.09,859.25,0.6486486486486486,487,Churned
13784.0,14,2827,2910.23,201.92857142857142,0.9545454545454546,9,Active
13785.0,4,151,542.49,37.75,3.8709677419354835,428,Churned
13786.0,6,1515,3127.99,252.5,0.48913043478260865,366,Churned
13787.0,6,998,1222.5,166.33333333333334,0.29079159935379645,75,Active
13788.0,1,1,3.75,1.0,1.0,504,Churned
13789.0,1,258,239.45999999999998,258.0,1.0,387,Churned
13790.0,1,748,348.79999999999995,748.0,1.0,3,Active
13791.0,2,1200,1516.0,600.0,1.5,127,Churned
13792.0,3,156,383.95,52.0,0.25280898876404495,65,Active
13793.0,1,52,96.0,52.0,1.0,646,Churned
13794.0,1,63,126.03,63.0,1.0,546,Churned
13795.0,4,1250,836.3,312.5,0.48192771084337344,387,Churned
13796.0,1,218,289.7,218.0,1.0,498,Churned
13797.0,3,573,1179.45,191.0,0.42857142857142855,436,Churned
13798.0,110,48187,75428.87,438.06363636363636,4.526748971193416,0,Active
13799.0,9,1539,2803.57,171.0,0.5123339658444023,116,Churned
13800.0,3,891,1679.56,297.0,0.2107728337236534,309,Churned
13801.0,1,168,324.8,168.0,1.0,66,Active
13802.0,19,14129,26259.11,743.6315789473684,1.089866156787763,138,Churned
13803.0,3,831,1338.91,277.0,0.24793388429752067,254,Churned
13804.0,9,1797,3161.12,199.66666666666666,0.6650246305418719,30,Active
13805.0,2,1900,924.5999999999999,950.0,0.7894736842105263,51,Active
13806.0,1,56,256.38,56.0,1.0,63,Active
13807.0,3,116,422.2,38.666666666666664,0.24456521739130432,366,Churned
13808.0,5,782,1747.66,156.4,1.6483516483516485,5,Active
13809.0,3,281,679.6999999999999,93.66666666666667,0.5806451612903225,304,Churned
13810.0,3,312,1499.01,104.0,3.0,28,Active
13811.0,3,68,814.5,22.666666666666668,1.6363636363636365,183,Churned
13812.0,3,333,539.0,111.0,1.4285714285714286,41,Active
13813.0,8,1292,2765.4700000000003,161.5,0.345821325648415,39,Active
13814.0,3,1214,2257.32,404.6666666666667,0.2073732718894009,91,Churned
13815.0,8,5381,7475.74,672.625,0.37325038880248834,21,Active
13816.0,2,269,571.67,134.5,1.5,23,Active
13817.0,2,211,382.98,105.5,0.1863354037267081,28,Active
13818.0,1,60,61.28,60.0,1.0,429,Churned
13819.0,6,2309,2642.35,384.8333333333333,0.41284403669724773,301,Churned
13820.0,3,285,652.75,95.0,0.3435114503816794,417,Churned
13821.0,6,477,1379.08,79.5,0.3220035778175313,144,Churned
13822.0,2,611,632.0,305.5,1.7647058823529411,5,Active
13823.0,7,1564,3403.4500000000003,223.42857142857142,0.2978723404255319,18,Active
13824.0,12,1442,3314.76,120.16666666666667,0.5960264900662252,32,Active
13825.0,2,182,255.59,91.0,0.5555555555555556,621,Churned
13826.0,1,82,189.5,82.0,1.0,175,Churned
13827.0,3,138,409.8,46.0,1.0588235294117647,57,Active
13828.0,1,311,209.49,311.0,1.0,21,Active
13829.0,1,12,102.0,12.0,1.0,420,Churned
13830.0,1,47,156.85000000000002,47.0,1.0,581,Churned
13831.0,18,2393,6585.54,132.94444444444446,0.7573632538569425,15,Active
13832.0,2,420,609.89,210.0,0.1488833746898263,18,Active
13833.0,2,243,700.41,121.5,0.24590163934426232,158,Churned
13834.0,2,221,324.19,110.5,0.6521739130434783,576,Churned
13835.0,7,520,1095.27,74.28571428571429,0.3387096774193548,24,Active
13836.0,2,273,620.37,136.5,2.0,398,Churned
13837.0,2,182,266.59000000000003,91.0,0.5714285714285714,211,Churned
13838.0,10,694,1690.07,69.4,0.5235602094240838,5,Active
13839.0,1,25,139.95000000000002,25.0,1.0,485,Churned
13840.0,1,358,651.4,358.0,1.0,415,Churned
13841.0,1,100,85.0,100.0,1.0,252,Churned
13842.0,18,2716,5319.34,150.88888888888889,0.8970099667774086,58,Active
13843.0,1,145,319.75,145.0,1.0,380,Churned
13844.0,1,196,361.62,196.0,1.0,10,Active
13845.0,1,182,312.98,182.0,1.0,64,Active
13846.0,4,705,1307.79,176.25,0.32,24,Active
13847.0,1,96,310.72,96.0,1.0,719,Churned
13848.0,8,9200,3015.0,1150.0,0.3767660910518053,91,Churned
13849.0,5,1883,3469.3,376.6,0.26223776223776224,51,Active
13850.0,1,944,1595.48,944.0,1.0,128,Churned
13851.0,8,2525,4606.46,315.625,0.4109589041095891,95,Churned
13852.0,1,85,187.35000000000002,85.0,1.0,610,Churned
13853.0,1,312,1090.1399999999999,312.0,1.0,56,Active
13854.0,39,3642,11944.56,93.38461538461539,1.6931982633863965,8,Active
13855.0,4,575,1310.34,143.75,0.5217391304347826,500,Churned
13856.0,11,1105,1142.03,100.45454545454545,0.7333333333333333,168,Churned
13857.0,6,782,1001.01,130.33333333333334,1.0169491525423728,392,Churned
13858.0,1,75,216.17000000000002,75.0,1.0,56,Active
13859.0,2,167,515.86,83.5,0.2955665024630542,325,Churned
13860.0,5,591,1245.9,118.2,1.7647058823529411,0,Active
13861.0,2,225,273.26,112.5,0.594059405940594,428,Churned
13862.0,9,1927,2556.09,214.11111111111111,0.7277628032345013,17,Active
13863.0,4,553,1239.55,138.25,0.34782608695652173,247,Churned
13864.0,1,192,662.4000000000001,192.0,1.0,386,Churned
13865.0,4,204,501.56,51.0,0.5194805194805194,57,Active
13866.0,1,57,145.67,57.0,1.0,73,Active
13867.0,3,501,1005.09,167.0,0.48387096774193544,30,Active
13868.0,2,1964,3192.54,982.0,1.9354838709677418,6,Active
13869.0,10,4302,7996.87,430.2,0.5291005291005292,122,Churned
13870.0,15,3449,5712.08,229.93333333333334,0.6746626686656672,1,Active
13871.0,17,3502,7885.85,206.0,0.7327586206896552,22,Active
13872.0,3,339,919.57,113.0,0.4545454545454546,526,Churned
13873.0,8,472,1038.92,59.0,0.4562737642585551,119,Churned
13874.0,7,864,2049.15,123.42857142857143,0.6687898089171974,357,Churned
13875.0,14,3072,4814.37,219.42857142857142,0.62874251497006,53,Active
13876.0,1,36,122.7,36.0,1.0,63,Active
13877.0,3,478,449.68,159.33333333333334,0.14925373134328357,85,Active
13878.0,4,927,2416.9,231.75,0.2185792349726776,54,Active
13879.0,1,204,395.5,204.0,1.0,645,Churned
13880.0,17,2535,4293.86,149.11764705882354,0.9444444444444444,20,Active
13881.0,43,29760,45179.1,692.0930232558139,2.012480499219969,3,Active
13882.0,5,953,1191.13,190.6,2.459016393442623,2,Active
13883.0,15,3584,6560.02,238.93333333333334,0.625,10,Active
13884.0,10,752,1825.03,75.2,0.6493506493506493,6,Active
13885.0,2,182,506.8,91.0,2.0,188,Churned
13886.0,1,126,243.56,126.0,1.0,70,Active
13887.0,1,147,349.55,147.0,1.0,203,Churned
13888.0,7,795,2001.59,113.57142857142857,0.46153846153846156,119,Churned
13889.0,6,979,1991.23,163.16666666666666,0.30354131534569984,92,Churned
13890.0,14,1392,2927.38,99.42857142857143,0.5737704918032788,0,Active
13891.0,3,476,859.21,158.66666666666666,0.4433497536945813,377,Churned
13892.0,6,3125,1267.6499999999999,520.8333333333334,0.32786885245901637,26,Active
13893.0,1,190,821.1,190.0,1.0,297,Churned
13894.0,3,354,564.62,118.0,0.3146853146853147,23,Active
13895.0,6,2060,4008.52,343.3333333333333,0.2542372881355932,27,Active
13896.0,1,149,388.55,149.0,1.0,625,Churned
13897.0,3,820,1160.72,273.3333333333333,0.14354066985645933,49,Active
13898.0,2,544,686.4,272.0,0.7058823529411764,325,Churned
13899.0,2,156,388.52,78.0,0.23255813953488372,15,Active
13900.0,6,938,1610.5900000000001,156.33333333333334,0.40816326530612246,182,Churned
13901.0,15,3344,5676.34,222.93333333333334,0.7131537242472266,71,Active
13902.0,5,220600,34095.26,44120.0,1.6304347826086956,631,Churned
13903.0,1,103,165.45000000000002,103.0,1.0,399,Churned
13904.0,2,332,332.64,166.0,0.23346303501945526,36,Active
13905.0,1,135,312.65,135.0,1.0,732,Churned
13906.0,1,100,42.0,100.0,1.0,408,Churned
13907.0,1,68,136.8,68.0,1.0,691,Churned
13908.0,4,1478,2369.55,369.5,0.6122448979591837,79,Active
13909.0,2,301,282.85,150.5,0.6122448979591837,422,Churned
13911.0,20,4487,4234.99,224.35,1.0169491525423728,56,Active
13912.0,1,29,124.95,29.0,1.0,423,Churned
13913.0,1,10,42.22,10.0,1.0,506,Churned
13914.0,2,380,626.45,190.0,2.0,11,Active
13915.0,1,24,70.80000000000001,24.0,1.0,393,Churned
13916.0,4,673,1275.81,168.25,0.5687203791469194,463,Churned
13917.0,2,228,272.04,114.0,0.425531914893617,49,Active
13918.0,2,1140,1212.8400000000001,570.0,0.2955665024630542,49,Active
13919.0,4,1133,1360.68,283.25,0.24948024948024947,58,Active
13920.0,4,1772,1774.68,443.0,0.9230769230769231,431,Churned
13921.0,4,210,730.7,52.5,0.3761755485893417,401,Churned
13922.0,3,467,865.2,155.66666666666666,0.7826086956521738,351,Churned
13923.0,1,185,351.13,185.0,1.0,53,Active
13924.0,6,1575,1838.8500000000001,262.5,2.571428571428571,1,Active
13925.0,4,331,678.25,82.75,2.857142857142857,92,Churned
13926.0,1,104,223.85000000000002,104.0,1.0,22,Active
13927.0,2,463,708.26,231.5,0.16574585635359115,74,Active
13928.0,4,129,464.57,32.25,0.9836065573770493,10,Active
13929.0,11,1566,3494.1,142.36363636363637,0.6285714285714286,168,Churned
13930.0,2,274,337.34,137.0,0.7692307692307692,57,Active
13931.0,11,3488,5257.38,317.09090909090907,0.515625,95,Churned
13932.0,1,72,307.4,72.0,1.0,294,Churned
13933.0,2,205,608.79,102.5,1.5384615384615383,108,Churned
13934.0,1,390,922.1,390.0,1.0,263,Churned
13935.0,3,2252,6116.92,750.6666666666666,1.6363636363636365,596,Churned
13936.0,3,661,939.66,220.33333333333334,0.38461538461538464,179,Churned
13937.0,2,587,880.13,293.5,0.2575107296137339,168,Churned
13938.0,1,70,71.66,70.0,1.0,34,Active
13939.0,7,1608,1560.96,229.71428571428572,0.35653650254668934,22,Active
13940.0,4,516,839.14,129.0,0.9523809523809523,16,Active
13941.0,15,4782,10027.18,318.8,0.6419400855920114,21,Active
13942.0,1,1000,320.0,1000.0,1.0,534,Churned
13943.0,1,94,246.54,94.0,1.0,577,Churned
13944.0,1,153,200.43,153.0,1.0,652,Churned
13945.0,2,413,854.15,206.5,0.7058823529411764,394,Churned
13946.0,6,2847,1876.23,474.5,0.27439024390243905,78,Active
13947.0,1,44,90.6,44.0,1.0,64,Active
13948.0,4,248,548.76,62.0,0.32085561497326204,360,Churned
13949.0,6,2474,2427.32,412.3333333333333,1.978021978021978,2,Active
13950.0,4,323,745.06,80.75,0.5106382978723405,10,Active
13951.0,3,459,674.45,153.0,0.7627118644067797,175,Churned
13952.0,14,5947,12823.521,424.7857142857143,0.8316831683168318,217,Churned
13953.0,12,5224,6640.68,435.3333333333333,0.4993065187239944,6,Active
13954.0,2,150,439.92,75.0,0.8695652173913044,1,Active
13955.0,3,272,544.0699999999999,90.66666666666667,0.4090909090909091,153,Churned
13956.0,5,486,1019.27,97.2,0.5639097744360902,4,Active
13957.0,3,157,458.25,52.333333333333336,0.375,417,Churned
13958.0,8,2264,4709.2300000000005,283.0,0.6779661016949152,379,Churned
13959.0,6,694,1064.77,115.66666666666667,0.4176334106728538,78,Active
13960.0,2,142,230.22,71.0,1.2,20,Active
13961.0,1,226,538.4,226.0,1.0,391,Churned
13962.0,3,160,362.8,53.333333333333336,0.2179176755447942,21,Active
13963.0,17,2007,2860.57,118.05882352941177,1.7708333333333335,307,Churned
13964.0,2,228,438.9,114.0,1.3953488372093024,386,Churned
13965.0,3,425,996.61,141.66666666666666,0.39823008849557523,476,Churned
13966.0,1,760,384.26,760.0,1.0,434,Churned
13967.0,2,66,166.3,33.0,0.24,145,Churned
13968.0,1,174,123.66,174.0,1.0,422,Churned
13969.0,35,6640,12973.460000000001,189.71428571428572,1.7017828200972447,6,Active
13970.0,2,469,846.55,234.5,1.1764705882352942,385,Churned
13971.0,14,3084,4667.57,220.28571428571428,0.6325301204819277,18,Active
13972.0,2,187,190.25,93.5,0.45801526717557256,70,Active
13973.0,1,109,264.7,109.0,1.0,286,Churned
13974.0,2,356,677.72,178.0,0.11278195488721804,48,Active
13975.0,12,3884,5256.4,323.6666666666667,0.5590062111801243,30,Active
13976.0,4,452,1192.3600000000001,113.0,0.2603036876355748,206,Churned
13977.0,1,303,519.8100000000001,303.0,1.0,410,Churned
13978.0,2,315,196.79,157.5,2.0,14,Active
13979.0,7,2270,3379.93,324.2857142857143,0.3167420814479638,72,Active
13980.0,5,463,768.8199999999999,92.6,0.25210084033613445,59,Active
13981.0,1,234,331.14,234.0,1.0,415,Churned
13982.0,9,2478,3954.29,275.3333333333333,0.41602465331278893,38,Active
13983.0,21,3925,6753.89,186.9047619047619,0.9,29,Active
13984.0,12,1301,1893.8,108.41666666666667,0.509915014164306,26,Active
13985.0,22,4936,10020.86,224.36363636363637,0.9939759036144579,3,Active
13986.0,1,430,320.46,430.0,1.0,16,Active
13987.0,2,492,682.54,246.0,2.0,379,Churned
13988.0,8,3385,4757.8,423.125,0.396694214876033,19,Active
13989.0,5,2207,2026.06,441.4,0.30181086519114686,65,Active
13990.0,1,190,311.3,190.0,1.0,212,Churned
13991.0,6,995,852.88,165.83333333333334,1.3740458015267176,11,Active
13992.0,3,154,219.5,51.333333333333336,0.20833333333333331,29,Active
13993.0,19,2135,6775.71,112.36842105263158,0.8225108225108224,42,Active
13994.0,6,932,2274.14,155.33333333333334,1.25,3,Active
13995.0,14,2359,3902.01,168.5,0.5949008498583569,14,Active
13996.0,2,613,895.76,306.5,2.0,385,Churned
13997.0,3,143,376.46,47.666666666666664,2.9032258064516125,518,Churned
13998.0,3,204,566.7,68.0,0.6976744186046512,446,Churned
13999.0,29,5043,9502.26,173.89655172413794,1.201657458563536,9,Active
14000.0,5,1838,2046.34,367.6,0.28517110266159695,210,Churned
14001.0,9,1779,4228.85,197.66666666666666,0.6040268456375839,45,Active
14002.0,2,877,529.73,438.5,2.0,133,Churned
14003.0,1,149,209.41,149.0,1.0,732,Churned
14004.0,11,3425,6258.45,311.3636363636364,0.8418367346938775,42,Active
14005.0,5,2478,2874.72,495.6,0.7281553398058253,9,Active
14006.0,7,2181,2196.67,311.57142857142856,0.39179104477611937,115,Churned
14007.0,1,16,79.48,16.0,1.0,512,Churned
14008.0,1,326,509.04,326.0,1.0,431,Churned
14009.0,3,951,1099.91,317.0,0.3409090909090909,197,Churned
14010.0,2,177,445.15,88.5,2.0,564,Churned
14011.0,2,644,457.82,322.0,0.47244094488188976,479,Churned
14012.0,1,160,328.8,160.0,1.0,277,Churned
14013.0,5,775,1084.57,155.0,0.29239766081871343,109,Churned
14014.0,3,2004,1948.21,668.0,0.18036072144288579,76,Active
14015.0,1,378,917.34,378.0,1.0,52,Active
14016.0,11,5722,11403.41,520.1818181818181,0.6133828996282528,161,Churned
14017.0,1,73,229.75,73.0,1.0,570,Churned
14018.0,1,224,367.15,224.0,1.0,644,Churned
14019.0,3,1037,1421.61,345.6666666666667,0.989010989010989,46,Active
14020.0,4,648,1249.01,162.0,0.234375,16,Active
14021.0,7,878,1716.58,125.42857142857143,0.4805491990846682,154,Churned
14022.0,2,681,792.15,340.5,0.2298850574712644,224,Churned
14023.0,2,345,584.07,172.5,0.24793388429752067,6,Active
14024.0,3,238,645.74,79.33333333333333,0.3345724907063197,121,Churned
14025.0,8,1914,4057.9,239.25,2.0168067226890756,464,Churned
14026.0,2,427,713.11,213.5,0.3896103896103896,470,Churned
14027.0,1,62,104.82,62.0,1.0,60,Active
14028.0,3,7170,10396.5,2390.0,3.0,549,Churned
14029.0,2,198,467.66,99.0,0.75,62,Active
14030.0,20,4215,7521.8,210.75,0.8450704225352113,17,Active
14031.0,44,13783,39019.51,313.25,1.8106995884773662,6,Active
14032.0,16,3740,4546.41,233.75,0.6639004149377593,1,Active
14033.0,1,576,109.44,576.0,1.0,554,Churned
14034.0,3,420,648.89,140.0,0.6666666666666666,21,Active
14035.0,9,1405,2794.75,156.11111111111111,0.4631217838765008,28,Active
14036.0,1,268,626.65,268.0,1.0,284,Churned
14037.0,6,590,836.95,98.33333333333333,0.3237410071942446,175,Churned
14038.0,5,1708,3069.88,341.6,0.25210084033613445,77,Active
14039.0,2,192,267.28000000000003,96.0,0.11070110701107011,32,Active
14040.0,35,4972,12523.81,142.05714285714285,1.504297994269341,40,Active
14041.0,1,94,141.41,94.0,1.0,265,Churned
14042.0,1,180,431.98,180.0,1.0,724,Churned
14043.0,2,152,302.59999999999997,76.0,0.25210084033613445,490,Churned
14044.0,10,2100,3077.7,210.0,0.4566210045662101,26,Active
14045.0,16,4459,10986.63,278.6875,0.8121827411167513,108,Churned
14046.0,1,460,154.99,460.0,1.0,283,Churned
14047.0,14,1541,3968.11,110.07142857142857,0.62874251497006,8,Active
14048.0,3,467,748.69,155.66666666666666,1.1688311688311688,304,Churned
14049.0,13,8480,13023.4,652.3076923076923,0.65,16,Active
14050.0,2,689,746.36,344.5,0.8108108108108107,31,Active
14051.0,37,5709,21770.98,154.2972972972973,1.510204081632653,0,Active
14052.0,2,174,466.66,87.0,0.16172506738544473,19,Active
14053.0,4,490,572.3,122.5,0.3314917127071823,123,Churned
14054.0,1,62,92.46000000000001,62.0,1.0,64,Active
14055.0,3,720,1520.96,240.0,0.1461038961038961,105,Churned
14056.0,23,4252,8152.71,184.8695652173913,2.4468085106382977,0,Active
14057.0,22,6438,8346.66,292.6363636363636,0.9269662921348314,23,Active
14058.0,2,211,469.19,105.5,0.8955223880597015,462,Churned
14059.0,1,128,183.6,128.0,1.0,266,Churned
14060.0,30,7419,8898.24,247.3,1.4195583596214512,4,Active
14061.0,3,133,917.4300000000001,44.333333333333336,0.3913043478260869,506,Churned
14062.0,24,12794,25585.65,533.0833333333334,1.0013908205841446,9,Active
14063.0,9,3850,22710.2,427.77777777777777,0.9215017064846416,437,Churned
14064.0,15,3911,3260.24,260.73333333333335,0.6849315068493151,28,Active
14065.0,3,582,891.02,194.0,2.142857142857143,388,Churned
14066.0,1,45,152.55,45.0,1.0,266,Churned
14067.0,2,361,374.7,180.5,1.875,63,Active
14068.0,4,510,1516.72,127.5,0.3361344537815126,319,Churned
14069.0,2,58,225.81,29.0,1.3043478260869565,514,Churned
14070.0,1,85,321.6,85.0,1.0,684,Churned
14071.0,8,994,1437.57,124.25,0.9195402298850576,3,Active
14072.0,1,65,390.85,65.0,1.0,666,Churned
14073.0,1,130,151.04,130.0,1.0,31,Active
14074.0,1,228,219.4,228.0,1.0,622,Churned
14075.0,6,1494,1734.87,249.0,0.33582089552238803,4,Active
14076.0,1,79,118.67,79.0,1.0,128,Churned
14077.0,6,376,615.08,62.666666666666664,0.5084745762711864,40,Active
14078.0,9,586,1553.47,65.11111111111111,0.5202312138728323,101,Churned
14079.0,2,302,618.73,151.0,0.10771992818671454,124,Churned
14080.0,5,268,1115.68,53.6,0.21306818181818182,32,Active
14081.0,10,3381,4867.57,338.1,0.7042253521126761,301,Churned
14082.0,2,246,413.36,123.0,2.0,364,Churned
14083.0,11,760,1082.19,69.0909090909091,0.46025104602510464,3,Active
14084.0,1,306,150.5,306.0,1.0,511,Churned
14085.0,33,6434,9720.67,194.96969696969697,1.3580246913580247,1,Active
14086.0,1,1,39.95,1.0,1.0,462,Churned
14087.0,3,718,829.47,239.33333333333334,0.12295081967213116,2,Active
14088.0,16,15276,64036.8,954.75,1.1707317073170733,9,Active
14089.0,1,133,158.75,133.0,1.0,56,Active
14090.0,1,72,76.32000000000001,72.0,1.0,324,Churned
14091.0,2,3316,9530.08,1658.0,1.3636363636363638,653,Churned
14092.0,24,3606,7229.45,150.25,1.006993006993007,7,Active
14093.0,1,391,433.86,391.0,1.0,11,Active
14094.0,1,158,311.77,158.0,1.0,439,Churned
14095.0,1,1,2.95,1.0,1.0,722,Churned
14096.0,17,16352,65164.79,961.8823529411765,5.257731958762887,3,Active
14097.0,2,352,422.86,176.0,0.36585365853658536,480,Churned
14098.0,1,104,147.35,104.0,1.0,36,Active
14099.0,20,3666,5750.91,183.3,0.841514726507714,15,Active
14100.0,1,63,191.95,63.0,1.0,137,Churned
14101.0,13,10542,9961.93,810.9230769230769,0.7129798903107861,73,Active
14102.0,5,769,1105.8799999999999,153.8,3.846153846153846,4,Active
14104.0,5,496,743.53,99.2,0.37037037037037035,154,Churned
14105.0,5,3534,5988.83,706.8,0.3112033195020747,238,Churned
14106.0,1,24,214.8,24.0,1.0,736,Churned
14107.0,11,3489,4877.3,317.1818181818182,0.48672566371681414,51,Active
14108.0,4,660,1044.96,165.0,0.16973125884016974,30,Active
14109.0,1,88,144.2,88.0,1.0,72,Active
14110.0,33,5825,12987.95,176.5151515151515,1.346938775510204,3,Active
14111.0,4,458,692.85,114.5,0.5286343612334802,13,Active
14112.0,13,3539,5834.59,272.2307692307692,0.618066561014263,22,Active
14113.0,16,3439,7092.610000000001,214.9375,0.6593406593406593,3,Active
14114.0,7,650,1364.09,92.85714285714286,0.6325301204819277,273,Churned
14115.0,2,509,622.67,254.5,0.36363636363636365,501,Churned
14116.0,5,707,1382.74,141.4,1.4851485148514851,19,Active
14117.0,1,72,90.0,72.0,1.0,143,Churned
14118.0,1,97,458.45,97.0,1.0,428,Churned
14119.0,2,177,183.37,88.5,0.17543859649122806,375,Churned
14121.0,4,2082,2780.15,520.5,2.142857142857143,3,Active
14122.0,3,114,362.42,38.0,0.2719033232628399,405,Churned
14123.0,1,234,436.18,234.0,1.0,732,Churned
14124.0,1,1618,419.58,1618.0,1.0,83,Active
14125.0,3,1628,2720.63,542.6666666666666,1.3432835820895521,10,Active
14126.0,4,887,1172.46,221.75,0.27522935779816515,7,Active
14127.0,6,828,1900.0800000000002,138.0,0.5960264900662252,122,Churned
14128.0,3,814,924.21,271.3333333333333,0.1836734693877551,60,Active
14129.0,9,1414,2591.34,157.11111111111111,0.4679376083188908,1,Active
14130.0,4,1215,1858.77,303.75,0.29411764705882354,318,Churned
14131.0,1,105,168.22,105.0,1.0,648,Churned
14132.0,11,3368,3586.0299999999997,306.1818181818182,1.8232044198895028,1,Active
14133.0,4,398,911.14,99.5,0.1990049751243781,129,Churned
14134.0,15,5814,11123.35,387.6,1.2968299711815563,382,Churned
14135.0,24,8534,8839.67,355.5833333333333,0.9782608695652173,1,Active
14136.0,5,1148,1570.81,229.6,0.45317220543806647,400,Churned
14137.0,1,462,332.7,462.0,1.0,695,Churned
14138.0,2,600,965.88,300.0,0.9677419354838709,1,Active
14139.0,4,1049,1086.8,262.25,0.24193548387096772,45,Active
14140.0,2,811,935.05,405.5,2.0,3,Active
14141.0,4,355,915.13,88.75,1.1764705882352942,2,Active
14142.0,2,518,671.34,259.0,0.21978021978021978,372,Churned
14143.0,1,30,115.8,30.0,1.0,133,Churned
14144.0,1,12,30.6,12.0,1.0,485,Churned
14145.0,7,1655,7600.05,236.42857142857142,0.3723404255319149,46,Active
14146.0,12,5780,9450.3,481.6666666666667,0.5247813411078717,8,Active
14147.0,9,995,2590.2,110.55555555555556,0.48042704626334515,77,Active
14148.0,2,223,466.29,111.5,0.3333333333333333,233,Churned
14149.0,1,218,446.62,218.0,1.0,220,Churned
14150.0,2,496,658.64,248.0,0.18518518518518517,35,Active
14151.0,2,405,679.45,202.5,1.3953488372093024,672,Churned
14152.0,7,1844,1997.34,263.42857142857144,0.3602058319039451,74,Active
14153.0,1,312,233.39999999999998,312.0,1.0,482,Churned
14154.0,8,3222,6460.7,402.75,0.5263157894736842,238,Churned
14155.0,1,25,118.75,25.0,1.0,265,Churned
14156.0,156,164325,313437.62,1053.3653846153845,6.428571428571429,9,Active
