CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13829.0,420,1,102.0,1,Low-Value
13830.0,581,1,156.85000000000002,1,Low-Value
13831.0,15,18,6585.54,2,VIP
13832.0,18,2,609.89,0,At-Risk
13833.0,158,2,700.41,0,At-Risk
13834.0,576,2,324.19,1,Low-Value
13835.0,24,7,1095.27,3,Loyal
13836.0,398,2,620.37,1,Low-Value
13837.0,211,2,266.59000000000003,0,At-Risk
13838.0,5,10,1690.07,3,Loyal
13839.0,485,1,139.95000000000002,1,Low-Value
13840.0,415,1,651.4,1,Low-Value
13841.0,252,1,85.0,0,At-Risk
13842.0,58,18,5319.34,2,VIP
13843.0,380,1,319.75,1,Low-Value
13844.0,10,1,361.62,0,At-Risk
13845.0,64,1,312.98,0,At-Risk
13846.0,24,4,1307.79,3,Loyal
13847.0,719,1,310.72,1,Low-Value
13848.0,91,8,3015.0,3,Loyal
13849.0,51,5,3469.3,3,Loyal
13850.0,128,1,1595.48,0,At-Risk
13851.0,95,8,4606.46,3,Loyal
13852.0,610,1,187.35,1,Low-Value
13853.0,56,1,1090.14,0,At-Risk
13854.0,8,39,11944.56,2,VIP
13855.0,500,4,1310.34,1,Low-Value
13856.0,168,11,1142.03,3,Loyal
13857.0,392,6,1001.01,3,Loyal
13858.0,56,1,216.17,0,At-Risk
13859.0,325,2,515.86,1,Low-Value
13860.0,0,5,1245.9,3,Loyal
13861.0,428,2,273.26,1,Low-Value
13862.0,17,9,2556.09,3,Loyal
13863.0,247,4,1239.55,3,Loyal
13864.0,386,1,662.4000000000001,1,Low-Value
13865.0,57,4,501.56,0,At-Risk
13866.0,73,1,145.67,0,At-Risk
13867.0,30,3,1005.09,3,Loyal
13868.0,6,2,3192.54,3,Loyal
13869.0,122,10,7996.87,2,VIP
13870.0,1,15,5712.08,2,VIP
13871.0,22,17,7885.85,2,VIP
13872.0,526,3,919.57,1,Low-Value
13873.0,119,8,1038.92,3,Loyal
13874.0,357,7,2049.15,3,Loyal
13875.0,53,14,4814.37,2,VIP
13876.0,63,1,122.7,0,At-Risk
13877.0,85,3,449.68,0,At-Risk
13878.0,54,4,2416.9,3,Loyal
13879.0,645,1,395.5,1,Low-Value
13880.0,20,17,4293.86,2,VIP
13881.0,3,43,45179.1,2,VIP
13882.0,2,5,1191.13,3,Loyal
13883.0,10,15,6560.02,2,VIP
13884.0,6,10,1825.03,3,Loyal
13885.0,188,2,506.8,0,At-Risk
13886.0,70,1,243.56,0,At-Risk
13887.0,203,1,349.55,0,At-Risk
13888.0,119,7,2001.59,3,Loyal
13889.0,92,6,1991.23,3,Loyal
13890.0,0,14,2927.38,2,VIP
13891.0,377,3,859.21,1,Low-Value
13892.0,26,6,1267.65,3,Loyal
13893.0,297,1,821.1,0,At-Risk
13894.0,23,3,564.62,0,At-Risk
13895.0,27,6,4008.52,3,Loyal
13896.0,625,1,388.55,1,Low-Value
13897.0,49,3,1160.72,3,Loyal
13898.0,325,2,686.4,1,Low-Value
13899.0,15,2,388.52,0,At-Risk
13900.0,182,6,1610.59,3,Loyal
13901.0,71,15,5676.34,2,VIP
13902.0,631,5,34095.26,3,Loyal
13903.0,399,1,165.45000000000002,1,Low-Value
13904.0,36,2,332.64,0,At-Risk
13905.0,732,1,312.65,1,Low-Value
13906.0,408,1,42.0,1,Low-Value
13907.0,691,1,136.8,1,Low-Value
13908.0,79,4,2369.55,3,Loyal
13909.0,422,2,282.85,1,Low-Value
13911.0,56,20,4234.99,2,VIP
13912.0,423,1,124.95,1,Low-Value
13913.0,506,1,42.22,1,Low-Value
13914.0,11,2,626.45,0,At-Risk
13915.0,393,1,70.80000000000001,1,Low-Value
13916.0,463,4,1275.81,1,Low-Value
13917.0,49,2,272.04,0,At-Risk
13918.0,49,2,1212.84,0,At-Risk
13919.0,58,4,1360.68,3,Loyal
13920.0,431,4,1774.68,1,Low-Value
13921.0,401,4,730.7,1,Low-Value
13922.0,351,3,865.2,1,Low-Value
13923.0,53,1,351.13,0,At-Risk
13924.0,1,6,1838.85,3,Loyal
13925.0,92,4,678.25,3,Loyal
13926.0,22,1,223.85,0,At-Risk
13927.0,74,2,708.26,0,At-Risk
13928.0,10,4,464.57,0,At-Risk
13929.0,168,11,3494.1,3,Loyal
13930.0,57,2,337.34,0,At-Risk
13931.0,95,11,5257.38,2,VIP
13932.0,294,1,307.4,1,Low-Value
13933.0,108,2,608.79,0,At-Risk
13934.0,263,1,922.1,0,At-Risk
13935.0,596,3,6116.92,1,Low-Value
13936.0,179,3,939.66,3,Loyal
13937.0,168,2,880.13,0,At-Risk
13938.0,34,1,71.66,0,At-Risk
13939.0,22,7,1560.96,3,Loyal
13940.0,16,4,839.14,3,Loyal
13941.0,21,15,10027.18,2,VIP
13942.0,534,1,320.0,1,Low-Value
13943.0,577,1,246.54,1,Low-Value
13944.0,652,1,200.43,1,Low-Value
13945.0,394,2,854.15,1,Low-Value
13946.0,78,6,1876.23,3,Loyal
13947.0,64,1,90.6,0,At-Risk
13948.0,360,4,548.76,1,Low-Value
13949.0,2,6,2427.32,3,Loyal
13950.0,10,4,745.06,3,Loyal
13951.0,175,3,674.45,0,At-Risk
13952.0,217,14,12823.521,2,VIP
13953.0,6,12,6640.68,2,VIP
13954.0,1,2,439.92,0,At-Risk
13955.0,153,3,544.0699999999999,0,At-Risk
13956.0,4,5,1019.27,3,Loyal
13957.0,417,3,458.25,1,Low-Value
13958.0,379,8,4709.2300000000005,3,Loyal
13959.0,78,6,1064.77,3,Loyal
13960.0,20,2,230.22,0,At-Risk
13961.0,391,1,538.4,1,Low-Value
13962.0,21,3,362.8,0,At-Risk
13963.0,307,17,2860.57,2,VIP
13964.0,386,2,438.9,1,Low-Value
13965.0,476,3,996.61,1,Low-Value
13966.0,434,1,384.26,1,Low-Value
13967.0,145,2,166.3,0,At-Risk
13968.0,422,1,123.66,1,Low-Value
13969.0,6,35,12973.46,2,VIP
13970.0,385,2,846.55,1,Low-Value
13971.0,18,14,4667.57,2,VIP
13972.0,70,2,190.25,0,At-Risk
13973.0,286,1,264.7,0,At-Risk
13974.0,48,2,677.72,0,At-Risk
13975.0,30,12,5256.4,2,VIP
13976.0,206,4,1192.36,3,Loyal
13977.0,410,1,519.8100000000001,1,Low-Value
13978.0,14,2,196.79,0,At-Risk
13979.0,72,7,3379.93,3,Loyal
13980.0,59,5,768.8199999999999,3,Loyal
13981.0,415,1,331.14,1,Low-Value
13982.0,38,9,3954.29,3,Loyal
13983.0,29,21,6753.89,2,VIP
13984.0,26,12,1893.8,3,Loyal
13985.0,3,22,10020.86,2,VIP
13986.0,16,1,320.46,0,At-Risk
13987.0,379,2,682.54,1,Low-Value
13988.0,19,8,4757.8,3,Loyal
13989.0,65,5,2026.06,3,Loyal
13990.0,212,1,311.3,0,At-Risk
13991.0,11,6,852.88,3,Loyal
13992.0,29,3,219.5,0,At-Risk
13993.0,42,19,6775.71,2,VIP
13994.0,3,6,2274.14,3,Loyal
13995.0,14,14,3902.01,2,VIP
13996.0,385,2,895.76,1,Low-Value
13997.0,518,3,376.46,1,Low-Value
13998.0,446,3,566.7,1,Low-Value
13999.0,9,29,9502.26,2,VIP
14000.0,210,5,2046.34,3,Loyal
14001.0,45,9,4228.85,3,Loyal
14002.0,133,2,529.73,0,At-Risk
14003.0,732,1,209.41,1,Low-Value
14004.0,42,11,6258.45,2,VIP
14005.0,9,5,2874.72,3,Loyal
14006.0,115,7,2196.67,3,Loyal
14007.0,512,1,79.48,1,Low-Value
14008.0,431,1,509.04,1,Low-Value
14009.0,197,3,1099.91,3,Loyal
14010.0,564,2,445.15,1,Low-Value
14011.0,479,2,457.82,1,Low-Value
14012.0,277,1,328.8,0,At-Risk
14013.0,109,5,1084.57,3,Loyal
14014.0,76,3,1948.21,3,Loyal
14015.0,52,1,917.34,0,At-Risk
14016.0,161,11,11403.41,2,VIP
14017.0,570,1,229.75,1,Low-Value
14018.0,644,1,367.15,1,Low-Value
14019.0,46,3,1421.61,3,Loyal
14020.0,16,4,1249.01,3,Loyal
14021.0,154,7,1716.58,3,Loyal
14022.0,224,2,792.15,0,At-Risk
14023.0,6,2,584.07,0,At-Risk
14024.0,121,3,645.74,0,At-Risk
14025.0,464,8,4057.9,3,Loyal
14026.0,470,2,713.11,1,Low-Value
14027.0,60,1,104.82,0,At-Risk
14028.0,549,3,10396.5,1,Low-Value
14029.0,62,2,467.66,0,At-Risk
14030.0,17,20,7521.8,2,VIP
14031.0,6,44,39019.51,2,VIP
14032.0,1,16,4546.41,2,VIP
14033.0,554,1,109.44,1,Low-Value
14034.0,21,3,648.89,0,At-Risk
14035.0,28,9,2794.75,3,Loyal
14036.0,284,1,626.65,0,At-Risk
14037.0,175,6,836.95,3,Loyal
14038.0,77,5,3069.88,3,Loyal
14039.0,32,2,267.28000000000003,0,At-Risk
14040.0,40,35,12523.81,2,VIP
14041.0,265,1,141.41,0,At-Risk
14042.0,724,1,431.98,1,Low-Value
14043.0,490,2,302.59999999999997,1,Low-Value
14044.0,26,10,3077.7,3,Loyal
14045.0,108,16,10986.63,2,VIP
14046.0,283,1,154.99,0,At-Risk
14047.0,8,14,3968.11,2,VIP
14048.0,304,3,748.69,0,At-Risk
14049.0,16,13,13023.4,2,VIP
14050.0,31,2,746.36,0,At-Risk
14051.0,0,37,21770.98,2,VIP
14052.0,19,2,466.66,0,At-Risk
14053.0,123,4,572.3,0,At-Risk
14054.0,64,1,92.46,0,At-Risk
14055.0,105,3,1520.96,3,Loyal
14056.0,0,23,8152.71,2,VIP
14057.0,23,22,8346.66,2,VIP
14058.0,462,2,469.19,1,Low-Value
14059.0,266,1,183.6,0,At-Risk
14060.0,4,30,8898.24,2,VIP
14061.0,506,3,917.43,1,Low-Value
14062.0,9,24,25585.65,2,VIP
14063.0,437,9,22710.2,2,VIP
14064.0,28,15,3260.24,2,VIP
14065.0,388,3,891.02,1,Low-Value
14066.0,266,1,152.55,0,At-Risk
14067.0,63,2,374.7,0,At-Risk
14068.0,319,4,1516.72,3,Loyal
14069.0,514,2,225.81,1,Low-Value
14070.0,684,1,321.6,1,Low-Value
14071.0,3,8,1437.57,3,Loyal
14072.0,666,1,390.85,1,Low-Value
14073.0,31,1,151.04,0,At-Risk
14074.0,622,1,219.4,1,Low-Value
14075.0,4,6,1734.87,3,Loyal
14076.0,128,1,118.67,0,At-Risk
14077.0,40,6,615.08,3,Loyal
14078.0,101,9,1553.47,3,Loyal
14079.0,124,2,618.73,0,At-Risk
14080.0,32,5,1115.68,3,Loyal
14081.0,301,10,4867.57,3,Loyal
14082.0,364,2,413.36,1,Low-Value
14083.0,3,11,1082.19,3,Loyal
14084.0,511,1,150.5,1,Low-Value
14085.0,1,33,9720.67,2,VIP
14086.0,462,1,39.95,1,Low-Value
14087.0,2,3,829.47,0,At-Risk
14088.0,9,16,64036.8,2,VIP
14089.0,56,1,158.75,0,At-Risk
14090.0,324,1,76.32000000000001,1,Low-Value
14091.0,653,2,9530.08,1,Low-Value
14092.0,7,24,7229.45,2,VIP
14093.0,11,1,433.86,0,At-Risk
14094.0,439,1,311.77,1,Low-Value
14095.0,722,1,2.95,1,Low-Value
14096.0,3,17,65164.79,2,VIP
14097.0,480,2,422.86,1,Low-Value
14098.0,36,1,147.35,0,At-Risk
14099.0,15,20,5750.91,2,VIP
14100.0,137,1,191.95,0,At-Risk
14101.0,73,13,9961.93,2,VIP
14102.0,4,5,1105.88,3,Loyal
14104.0,154,5,743.53,3,Loyal
14105.0,238,5,5988.83,3,Loyal
14106.0,736,1,214.8,1,Low-Value
14107.0,51,11,4877.3,2,VIP
14108.0,30,4,1044.96,3,Loyal
14109.0,72,1,144.2,0,At-Risk
14110.0,3,33,12987.95,2,VIP
14111.0,13,4,692.85,3,Loyal
14112.0,22,13,5834.59,2,VIP
14113.0,3,16,7092.610000000001,2,VIP
14114.0,273,7,1364.09,3,Loyal
14115.0,501,2,622.67,1,Low-Value
14116.0,19,5,1382.74,3,Loyal
14117.0,143,1,90.0,0,At-Risk
14118.0,428,1,458.45,1,Low-Value
14119.0,375,2,183.37,1,Low-Value
14121.0,3,4,2780.15,3,Loyal
14122.0,405,3,362.42,1,Low-Value
14123.0,732,1,436.18,1,Low-Value
14124.0,83,1,419.58,0,At-Risk
14125.0,10,3,2720.63,3,Loyal
14126.0,7,4,1172.46,3,Loyal
14127.0,122,6,1900.08,3,Loyal
14128.0,60,3,924.21,3,Loyal
14129.0,1,9,2591.34,3,Loyal
14130.0,318,4,1858.77,3,Loyal
14131.0,648,1,168.22,1,Low-Value
14132.0,1,11,3586.0299999999997,2,VIP
14133.0,129,4,911.14,3,Loyal
14134.0,382,15,11123.35,2,VIP
14135.0,1,24,8839.67,2,VIP
14136.0,400,5,1570.81,3,Loyal
14137.0,695,1,332.7,1,Low-Value
14138.0,1,2,965.88,0,At-Risk
14139.0,45,4,1086.8,3,Loyal
14140.0,3,2,935.05,0,At-Risk
14141.0,2,4,915.13,3,Loyal
14142.0,372,2,671.34,1,Low-Value
14143.0,133,1,115.8,0,At-Risk
14144.0,485,1,30.6,1,Low-Value
14145.0,46,7,7600.05,2,VIP
14146.0,8,12,9450.3,2,VIP
14147.0,77,9,2590.2,3,Loyal
14148.0,233,2,466.29,0,At-Risk
14149.0,220,1,446.62,0,At-Risk
14150.0,35,2,658.64,0,At-Risk
14151.0,672,2,679.45,1,Low-Value
14152.0,74,7,1997.34,3,Loyal
14153.0,482,1,233.4,1,Low-Value
14154.0,238,8,6460.7,3,Loyal
14155.0,265,1,118.75,0,At-Risk
14156.0,9,156,313437.62,2,VIP
14157.0,19,5,978.69,3,Loyal
14158.0,39,1,507.66,0,At-Risk
14159.0,19,20,7860.8,2,VIP
14160.0,609,7,8421.47,3,Loyal
14161.0,215,7,2996.93,3,Loyal
14162.0,173,2,289.36,0,At-Risk
14163.0,86,5,2594.62,3,Loyal
14164.0,70,2,1631.77,3,Loyal
14165.0,275,1,120.44,0,At-Risk
14166.0,504,2,251.15,1,Low-Value
14167.0,38,8,1274.29,3,Loyal
14168.0,420,2,370.45,1,Low-Value
14169.0,430,2,621.51,1,Low-Value
14170.0,374,3,570.18,1,Low-Value
14171.0,97,2,498.79,0,At-Risk
14172.0,604,3,369.02,1,Low-Value
14173.0,10,6,586.0,3,Loyal
14174.0,32,1,134.46,0,At-Risk
14175.0,59,8,7678.88,2,VIP
14176.0,296,5,756.46,3,Loyal
14177.0,85,13,2209.69,3,Loyal
14178.0,8,7,1600.26,3,Loyal
14179.0,40,2,701.57,0,At-Risk
14180.0,10,33,6117.5,2,VIP
14181.0,410,2,308.35,1,Low-Value
14182.0,443,4,678.77,1,Low-Value
14183.0,410,2,278.34000000000003,1,Low-Value
14184.0,66,1,452.89,0,At-Risk
14185.0,330,1,197.65,1,Low-Value
14186.0,426,5,1550.63,3,Loyal
14187.0,473,1,123.5,1,Low-Value
14188.0,30,6,2054.36,3,Loyal
14189.0,1,16,5503.15,2,VIP
14190.0,665,1,79.9,1,Low-Value
14191.0,1,15,4817.66,2,VIP
14192.0,387,1,293.74,1,Low-Value
14193.0,67,3,1210.19,3,Loyal
14194.0,4,36,18670.59,2,VIP
14195.0,201,6,2615.6,3,Loyal
14196.0,106,1,335.52,0,At-Risk
14197.0,410,1,390.05,1,Low-Value
14198.0,17,9,1569.73,3,Loyal
14199.0,217,4,1091.7,3,Loyal
14200.0,616,1,379.2,1,Low-Value
14201.0,59,10,1193.54,3,Loyal
14202.0,380,3,847.76,1,Low-Value
14203.0,396,1,339.34,1,Low-Value
14204.0,1,4,1024.83,3,Loyal
14205.0,16,9,2414.2,3,Loyal
14206.0,238,3,1185.01,3,Loyal
14207.0,687,1,157.8,1,Low-Value
14208.0,94,2,567.05,0,At-Risk
14209.0,10,15,4993.27,2,VIP
14210.0,105,16,5556.570000000001,2,VIP
14211.0,52,18,4402.29,2,VIP
14212.0,89,2,2190.14,3,Loyal
14213.0,404,1,1192.2,1,Low-Value
14214.0,30,5,1004.38,3,Loyal
14215.0,11,9,3250.33,3,Loyal
14216.0,2,5,2150.04,3,Loyal
14217.0,1,23,3298.59,2,VIP
14218.0,42,1,169.48000000000002,0,At-Risk
14219.0,3,3,633.83,0,At-Risk
14220.0,246,4,1515.0,3,Loyal
14221.0,41,17,6517.49,2,VIP
14222.0,176,1,683.17,0,At-Risk
14223.0,91,3,991.13,3,Loyal
14224.0,109,9,1841.71,3,Loyal
14225.0,434,4,2031.07,1,Low-Value
14226.0,28,6,2985.13,3,Loyal
14227.0,25,15,6368.71,2,VIP
14228.0,437,3,745.5,1,Low-Value
14229.0,51,7,2594.04,3,Loyal
14230.0,435,3,979.8,1,Low-Value
14231.0,183,4,1235.62,3,Loyal
14232.0,42,5,2048.07,3,Loyal
14233.0,48,7,2904.27,3,Loyal
14234.0,21,4,754.12,3,Loyal
14235.0,74,9,4717.99,3,Loyal
14236.0,80,5,1555.34,3,Loyal
14237.0,372,2,471.14,1,Low-Value
14238.0,325,3,434.23,1,Low-Value
14239.0,42,21,4263.17,2,VIP
14240.0,29,3,1247.49,3,Loyal
14241.0,183,2,333.7,0,At-Risk
14242.0,234,2,280.55,0,At-Risk
14243.0,8,17,7217.75,2,VIP
14244.0,660,1,366.42,1,Low-Value
14245.0,219,2,1693.45,3,Loyal
14246.0,110,3,1474.06,3,Loyal
14247.0,277,5,753.56,3,Loyal
14248.0,317,3,1032.95,3,Loyal
14249.0,410,12,5400.461,2,VIP
14250.0,6,3,1904.05,3,Loyal
14251.0,1,5,2879.7000000000003,3,Loyal
14252.0,380,1,350.99,1,Low-Value
14253.0,492,2,363.4,1,Low-Value
14254.0,432,1,601.03,1,Low-Value
14255.0,545,1,1000.63,1,Low-Value
14256.0,259,5,2460.79,3,Loyal
14257.0,63,9,5954.45,2,VIP
14258.0,8,25,32051.34,2,VIP
14259.0,141,1,120.0,0,At-Risk
14260.0,470,3,824.28,1,Low-Value
14261.0,50,2,1163.45,0,At-Risk
14262.0,7,8,2618.23,3,Loyal
14263.0,422,1,322.93,1,Low-Value
14264.0,154,6,1517.36,3,Loyal
14265.0,108,4,1373.35,3,Loyal
14266.0,427,1,40.56,1,Low-Value
14267.0,162,3,1516.24,3,Loyal
14268.0,470,1,354.85,1,Low-Value
14269.0,438,1,295.73,1,Low-Value
14270.0,331,1,492.65,1,Low-Value
14271.0,225,2,214.18,0,At-Risk
14272.0,73,4,920.81,3,Loyal
14273.0,50,4,559.97,0,At-Risk
14274.0,685,1,256.6,1,Low-Value
14275.0,395,6,1189.38,3,Loyal
14276.0,98,7,2102.68,3,Loyal
14277.0,14,9,17197.61,2,VIP
14278.0,409,1,205.83,1,Low-Value
14279.0,520,2,191.86,1,Low-Value
14280.0,196,1,134.04,0,At-Risk
14281.0,407,1,245.15,1,Low-Value
14282.0,2,25,7250.76,2,VIP
14283.0,462,4,628.4399999999999,1,Low-Value
14284.0,30,3,1299.65,3,Loyal
14285.0,20,8,3284.42,3,Loyal
14286.0,23,7,8479.76,2,VIP
14287.0,7,3,176.63,0,At-Risk
14288.0,212,1,426.6,0,At-Risk
14289.0,8,6,911.26,3,Loyal
14290.0,10,8,4516.56,3,Loyal
14291.0,1,23,7904.099999999999,2,VIP
14292.0,7,16,9226.25,2,VIP
14293.0,2,9,2903.01,3,Loyal
14294.0,406,1,375.34,1,Low-Value
14295.0,39,5,2362.91,3,Loyal
14296.0,420,2,456.4,1,Low-Value
14297.0,17,4,1305.33,3,Loyal
14298.0,7,82,91194.49,2,VIP
14299.0,7,27,14070.25,2,VIP
14300.0,18,1,43.2,0,At-Risk
14301.0,116,4,1992.18,3,Loyal
14302.0,430,3,742.9000000000001,1,Low-Value
14303.0,406,2,277.94,1,Low-Value
14304.0,222,3,1725.01,3,Loyal
14305.0,70,3,1858.96,3,Loyal
14306.0,50,6,3151.4,3,Loyal
14307.0,88,10,4287.92,2,VIP
14308.0,548,2,1147.02,1,Low-Value
14309.0,7,11,3780.81,2,VIP
14310.0,432,1,492.1,1,Low-Value
14311.0,242,2,516.45,0,At-Risk
14312.0,46,11,3090.29,2,VIP
14314.0,106,2,229.8,0,At-Risk
14315.0,44,8,3197.82,3,Loyal
14316.0,421,5,1370.34,1,Low-Value
14317.0,64,1,508.58,0,At-Risk
14318.0,459,1,158.02,1,Low-Value
14319.0,423,1,494.85,1,Low-Value
14320.0,206,5,1346.75,3,Loyal
14321.0,10,7,2218.06,3,Loyal
14322.0,428,4,474.1,1,Low-Value
14323.0,114,2,605.0600000000001,0,At-Risk
14324.0,409,2,701.61,1,Low-Value
14325.0,569,1,245.48,1,Low-Value
14326.0,241,3,940.98,3,Loyal
14327.0,162,6,1894.93,3,Loyal
14328.0,437,1,445.05,1,Low-Value
14329.0,16,15,9887.62,2,VIP
14330.0,623,1,200.63,1,Low-Value
14331.0,123,2,462.66,0,At-Risk
14332.0,22,5,1917.41,3,Loyal
14333.0,67,1,415.2,0,At-Risk
14334.0,16,12,4318.48,2,VIP
14335.0,15,2,454.86,0,At-Risk
14336.0,16,4,1614.91,3,Loyal
14338.0,160,3,928.1,3,Loyal
14339.0,242,2,620.27,0,At-Risk
14340.0,218,1,134.7,0,At-Risk
14341.0,44,18,4452.02,2,VIP
14342.0,20,6,918.44,3,Loyal
14343.0,420,4,1079.66,1,Low-Value
14344.0,126,20,2993.05,2,VIP
14345.0,38,1,108.98,0,At-Risk
14346.0,120,5,2315.75,3,Loyal
14347.0,736,1,82.60000000000001,1,Low-Value
14348.0,259,1,409.57,0,At-Risk
14349.0,9,1,133.5,0,At-Risk
14350.0,273,3,972.03,3,Loyal
14351.0,164,1,51.0,0,At-Risk
14352.0,156,4,1078.96,3,Loyal
14353.0,214,3,376.5,0,At-Risk
14354.0,5,2,163.62,0,At-Risk
14355.0,365,3,840.05,1,Low-Value
14356.0,79,2,701.23,0,At-Risk
14357.0,42,1,225.12,0,At-Risk
14358.0,388,2,400.06,1,Low-Value
14359.0,18,3,912.18,3,Loyal
14360.0,31,4,2118.03,3,Loyal
14361.0,578,1,214.71,1,Low-Value
14362.0,21,1,151.5,0,At-Risk
14363.0,401,2,227.47000000000003,1,Low-Value
14364.0,108,8,3717.35,3,Loyal
14365.0,394,2,634.68,1,Low-Value
14366.0,524,1,136.0,1,Low-Value
14367.0,7,16,9227.82,2,VIP
14368.0,319,1,155.0,1,Low-Value
14369.0,641,2,469.13,1,Low-Value
14370.0,450,6,1175.78,1,Low-Value
14371.0,294,1,100.5,1,Low-Value
14372.0,442,2,860.08,1,Low-Value
14373.0,357,1,76.55,1,Low-Value
14374.0,540,1,108.0,1,Low-Value
14375.0,184,3,1106.82,3,Loyal
14376.0,682,1,215.46,1,Low-Value
14377.0,190,2,617.05,0,At-Risk
14378.0,621,1,131.25,1,Low-Value
14379.0,43,4,1265.16,3,Loyal
14380.0,681,1,48.96,1,Low-Value
14381.0,51,2,625.94,0,At-Risk
14382.0,25,2,1193.63,0,At-Risk
14383.0,37,3,1247.69,3,Loyal
14384.0,500,1,58.5,1,Low-Value
14385.0,8,3,202.11,0,At-Risk
14386.0,296,1,142.4,1,Low-Value
14387.0,32,3,1727.6,3,Loyal
14388.0,9,16,6388.2,2,VIP
14389.0,64,5,1898.01,3,Loyal
14390.0,9,13,6150.03,2,VIP
14391.0,576,1,135.6,1,Low-Value
14392.0,431,1,266.4,1,Low-Value
14393.0,217,1,67.95,0,At-Risk
14394.0,564,1,93.8,1,Low-Value
14395.0,1,20,7801.93,2,VIP
14396.0,64,7,1969.38,3,Loyal
14397.0,2,19,2612.96,2,VIP
14398.0,400,2,707.79,1,Low-Value
14399.0,393,8,2108.21,3,Loyal
14400.0,148,3,1732.47,3,Loyal
14401.0,3,22,6795.9,2,VIP
14402.0,651,1,285.6,1,Low-Value
14403.0,129,6,1880.51,3,Loyal
14404.0,33,13,2724.13,2,VIP
14405.0,386,1,195.0,1,Low-Value
14406.0,118,1,156.75,0,At-Risk
14407.0,106,6,2157.73,3,Loyal
14408.0,10,11,4102.27,2,VIP
14409.0,70,9,3427.29,3,Loyal
14410.0,91,11,2631.9,3,Loyal
14411.0,310,1,1063.0,1,Low-Value
14412.0,42,3,1426.19,3,Loyal
14413.0,361,4,764.52,1,Low-Value
14414.0,91,8,2399.33,3,Loyal
14415.0,0,23,11980.09,2,VIP
14416.0,21,2,490.22,0,At-Risk
14417.0,387,1,524.65,1,Low-Value
14418.0,3,3,1937.25,3,Loyal
14419.0,10,7,1254.64,3,Loyal
14420.0,98,4,1639.17,3,Loyal
14421.0,56,6,2469.37,3,Loyal
14422.0,0,19,10271.52,2,VIP
14423.0,217,3,916.61,3,Loyal
14424.0,17,1,322.08,0,At-Risk
14425.0,434,3,661.39,1,Low-Value
14426.0,23,17,11727.94,2,VIP
14427.0,49,4,1263.52,3,Loyal
14428.0,6,5,1224.06,3,Loyal
14429.0,403,1,516.28,1,Low-Value
14430.0,511,3,1220.9,1,Low-Value
14431.0,302,4,2614.2,3,Loyal
14432.0,9,6,2248.5,3,Loyal
14433.0,465,1,280.7,1,Low-Value
14434.0,21,6,1372.8,3,Loyal
14435.0,501,1,90.42,1,Low-Value
14436.0,98,2,271.7,0,At-Risk
14437.0,365,5,873.34,3,Loyal
14438.0,305,1,131.9,1,Low-Value
14439.0,319,5,9443.04,3,Loyal
14440.0,7,13,5982.03,2,VIP
14441.0,0,11,4611.6900000000005,2,VIP
14442.0,204,7,5367.02,3,Loyal
14443.0,53,5,2082.97,3,Loyal
14444.0,455,1,120.44,1,Low-Value
14445.0,455,1,221.65,1,Low-Value
14446.0,0,5,1200.28,3,Loyal
14447.0,18,6,1711.73,3,Loyal
14448.0,8,2,375.35,0,At-Risk
14449.0,18,8,2230.96,3,Loyal
14450.0,180,7,1128.44,3,Loyal
14451.0,59,12,3258.68,2,VIP
14452.0,10,4,658.95,3,Loyal
14453.0,189,1,119.93,0,At-Risk
14454.0,375,5,977.3,3,Loyal
14455.0,431,4,617.72,1,Low-Value
14456.0,4,9,3017.28,3,Loyal
14457.0,310,1,113.64,1,Low-Value
14458.0,380,1,228.07,1,Low-Value
14459.0,154,2,5375.741,3,Loyal
14460.0,109,9,1093.5,3,Loyal
14461.0,147,13,6676.91,2,VIP
14462.0,65,12,2242.81,3,Loyal
14463.0,97,4,786.5699999999999,3,Loyal
14464.0,567,2,111.0,1,Low-Value
14465.0,246,11,3925.85,3,Loyal
14466.0,28,13,4267.15,2,VIP
14467.0,17,12,2203.24,3,Loyal
14468.0,733,1,204.24,1,Low-Value
14469.0,415,4,2093.46,3,Loyal
14470.0,11,3,712.04,0,At-Risk
14471.0,590,2,400.95,1,Low-Value
14472.0,103,9,2118.72,3,Loyal
14473.0,73,2,234.34,0,At-Risk
14474.0,45,2,1258.89,0,At-Risk
14475.0,71,4,1151.15,3,Loyal
14476.0,256,1,193.0,0,At-Risk
14477.0,19,7,1969.6,3,Loyal
14478.0,381,4,1276.66,1,Low-Value
14479.0,253,4,1124.71,3,Loyal
14480.0,10,4,1299.52,3,Loyal
14481.0,164,5,2284.69,3,Loyal
14482.0,17,12,4306.72,2,VIP
14483.0,281,2,257.1,0,At-Risk
14484.0,49,4,1070.98,3,Loyal
14485.0,38,1,162.8,0,At-Risk
14486.0,511,2,175.5,1,Low-Value
14487.0,26,7,1266.27,3,Loyal
14488.0,67,1,1064.28,0,At-Risk
14489.0,206,4,1574.93,3,Loyal
14490.0,405,2,1273.47,1,Low-Value
14491.0,174,2,340.93,0,At-Risk
14492.0,429,7,1921.91,3,Loyal
14493.0,6,10,5087.86,2,VIP
14494.0,25,3,401.46,0,At-Risk
14495.0,50,3,174.8,0,At-Risk
14496.0,311,7,2363.89,3,Loyal
14497.0,308,2,697.0600000000001,1,Low-Value
14498.0,42,10,3900.83,2,VIP
